epoch 0/10, Loss: 1.2882106304168701
epoch 1/10, Loss: 1.6551997661590576
epoch 2/10, Loss: 0.9175316095352173
epoch 3/10, Loss: 1.1435821056365967
epoch 4/10, Loss: 0.6431291103363037
epoch 5/10, Loss: 0.410690575838089
epoch 6/10, Loss: 0.6679778099060059
epoch 7/10, Loss: 1.0156073570251465
epoch 8/10, Loss: 0.4510204493999481
epoch 9/10, Loss: 0.43178826570510864
